,id,playlist_name,track_name,release_date,artist_names,genres,first_genre,my_genre,top,left,index,score,outliers
407,5moYDUyIP871jTxPHFjeAw,champagne problems,The Misery (feat. Nils Corssen) - Nu and Pauli vs. Acid Remix,2014-05-09,"['Daniel Bortz', 'Nils Corssen', 'Nu']","['deep disco house', 'minimal tech house', 'munich electronic'], [], ['organic electronic']",deep disco house,house,621,1340,259,0.12414407979529107,0.0
408,1qSbZgwqe8nTQXajtEzbkM,champagne problems,Shinzo No Tobira,1983-01-01,['Mariah'],"['fourth world', 'japanese experimental', 'japanese new wave']",fourth world,0,16248,386,260,0.08488047750119543,0.0
409,0a8CZvvyv5c5xb5mrjsYoA,champagne problems,Canción De La Nostalgia,2017-12-18,['Jin Yerei'],['ethnotronica'],ethnotronica,electronica,1453,1285,261,0.1425164336131392,0.0
410,0eiLjsux480qRTmDnNRJJg,champagne problems,Saùde,2013-10-04,"['Pupkulies & Rebecca', 'Tibau Tavares']","['deep euro house'], []",deep euro house,house,945,1275,262,0.08403180153426087,0.0
411,5l8WDUvqiheGKdJJYPZIdU,champagne problems,Champa - Original Mix,2016-05-06,"['Kate Simko', 'London Electronic Orchestra']","['minimal tech house'], []",minimal tech house,house,726,1365,263,0.0890205911447719,0.0
412,1ZKmv4nWND40DFqORAmwav,champagne problems,Jo Gurt,2013-10-24,['Super Flu'],"['deep euro house', 'german house', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house']",deep euro house,house,945,1275,264,0.13373456241786014,0.0
413,0CEZiMHc9BRWe5NYqRJGds,champagne problems,Marilyn - Palms Trax Remix,2017-07-07,"['Mount Kimbie', 'Micachu', 'Palms Trax']","['uk alternative pop'], ['electra', 'electronica', 'future garage', 'indie soul', 'indietronica', 'intelligent dance music', 'wonky'], ['float house', 'lo-fi house']",uk alternative pop,lo-fi,7643,650,265,0.12051069287054367,0.0
414,6wpRsOqpwyfF9mwbBWGM7J,champagne problems,Spend the Night,2013-10-18,['Daniel Bortz'],"['deep disco house', 'minimal tech house', 'munich electronic']",deep disco house,house,621,1340,266,0.09335438237160132,0.0
415,3f8eZ7zkOoWktHxDlrRBo0,champagne problems,Cómo Te Quiero,2018-01-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,funk,7210,949,267,0.07846436134718637,0.0
416,3f8eZ7zkOoWktHxDlrRBo0,champagne problems,Cómo Te Quiero,2018-01-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,soul,7210,949,268,0.07846436134718637,0.0
417,1IkN4xIoHRSkk0j5t50S42,champagne problems,Xica Xica,2017-11-03,"['El Búho', 'Uji', 'Barrio Lindo']","['latintronica'], ['latintronica'], ['latintronica', 'nuevo folklore argentino', 'tropical alternativo']",latintronica,electronica,4413,1038,269,0.12976497522368274,0.0
418,36bWpRjafcUfb5hKdsYHRa,champagne problems,Cow Palace,2012-01-01,['Session Victim'],"['balearic', 'deep house', 'float house', 'future garage', 'nu disco']",balearic,house,2116,1019,270,0.1263134834857888,0.0
419,4Nmc9w3Dd0hHowKM87tXjc,champagne problems,My Baby,2015-07-03,['HNNY'],"['deep house', 'future garage', 'indie soul', 'swedish electronic', 'swedish house', 'swedish synthpop']",deep house,house,1121,1226,271,0.0884307459433174,0.0
420,4NpPKFIQXU3ZrlcG7T6PTT,champagne problems,Paspatou,2018-11-22,['Parra for Cuva'],['deep euro house'],deep euro house,house,945,1275,272,0.09588668853049376,0.0
421,0f2N6PUVGlPYsjnQl13lca,champagne problems,Antofogasta de la Sierra (El Buho's Noctural Remix),2017-03-10,"['Lagartijeando', 'El Búho']","['nu-cumbia', 'nuevo folklore argentino'], ['latintronica']",nu-cumbia,electronica,4893,1055,273,0.1457401620872707,0.0
422,7e69DeZufdzmtdM90U9hZG,champagne problems,Rained the Whole Time - Nicolas Jaar Remix,2012-02-28,"['Shlohmo', 'Nicolas Jaar']","['downtempo', 'electronica', 'future garage', 'glitch', 'instrumental hip hop', 'wonky'], ['downtempo', 'electronica', 'microhouse']",downtempo,electronica,4888,802,274,0.05655318600341458,0.0
423,2hlT89txX7ehfXmDwPPsDj,champagne problems,A Calf Born in Winter,2014-05-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,funk,7210,949,275,0.024891516084932896,0.0
424,2hlT89txX7ehfXmDwPPsDj,champagne problems,A Calf Born in Winter,2014-05-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,soul,7210,949,276,0.024891516084932896,0.0
425,6TTCFdICEfaqXVGQr1sIaR,champagne problems,Reverie,2015-12-11,['Esbe'],['chillhop'],chillhop,lo-fi,10969,1060,277,0.03657273243848358,0.0
426,3J8rAguislccQImOjaF3s3,champagne problems,Over and Over,2017-06-02,['Session Victim'],"['balearic', 'deep house', 'float house', 'future garage', 'nu disco']",balearic,house,2116,1019,278,0.05759070308464015,0.0
427,1DNKdv55piDZvfYVNS4RxI,champagne problems,Swim Team,2014-10-28,['Arms and Sleepers'],['ambient idm'],ambient idm,lo-fi,8162,633,279,0.08303324767395115,0.0
428,0ZEQcLlNxQI1McXdTX3QQZ,champagne problems,Minero,2018-04-20,['Rodrigo Gallardo'],"['latintronica', 'nuevo folklore argentino', 'organic electronic']",latintronica,electronica,4413,1038,280,0.04353739227115849,0.0
429,3ajiQwDHMWEVxZKXWPZtNg,champagne problems,Kanjira,2018-05-18,['Kora (CA)'],"['organic electronic', 'organic house']",organic electronic,electronica,1812,1244,281,0.14264280518990885,0.0
430,239SrBPZi0xs1OQZmedr6q,champagne problems,A Tribe Called Kotori,2017-05-19,['Oliver Koletzki'],"['german techno', 'minimal techno', 'organic electronic', 'organic house']",german techno,house,1479,1055,282,0.11985586026455325,0.0
431,0uq0ibSGT4AwiVLLZGs9Qm,champagne problems,Cuatro Vientos - Rey&Kjavik Remix,2018-01-26,"['Danit', 'Rey&Kjavik']","['high vibe'], ['frankfurt electronic', 'organic electronic']",high vibe,electronica,11894,731,283,0.11444194101829441,0.0
432,6Bn3NkzmgLmyGLuJiptS7J,champagne problems,Criançada - con Castello Branco,2019-01-25,"['Nicola Cruz', 'Castello Branco']","['ecuadorian indie', 'latintronica', 'organic electronic'], ['folk brasileiro', 'nova mpb']",ecuadorian indie,electronica,8174,700,284,-0.0004959856493150783,1.0
433,3R5PROPl0zd9GsmCNYtZNv,champagne problems,Pura Flor (El Búho Remix),2020-12-14,"['Minuk', 'El Búho']","['nuevo folklore mexicano', 'shamanic'], ['latintronica']",nuevo folklore mexicano,electronica,13850,799,285,0.15675515641365845,0.0
434,50mijthH8crF7XahxaODRH,champagne problems,Ewe,2015-03-17,"['Fabiano do Nascimento', 'Airto Moreira', 'Kana Shimanuki']","['samba-jazz'], [], ['brazilian jazz']",samba-jazz,bossa nova,18819,856,286,-0.0070733253262762474,1.0
435,5bp6twky1rHu72giADl7Mv,champagne problems,Interlude 2,2012-09-18,['alt-J'],"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",indie rock,indie,9921,469,287,-0.037060497475088994,1.0
436,57iR7jeXWNibDPr6NZq1Om,champagne problems,Can't Do Without You - Tale of Us & Mano Le Tough Remix,2015-03-23,"['Caribou', 'Tale Of Us', 'Mano Le Tough']","['alternative dance', 'art pop', 'electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop'], ['deep disco house', 'deep house', 'deep techno', 'electronica', 'float house', 'melodic techno', 'microhouse', 'minimal techno'], ['italian techno', 'melodic techno', 'minimal tech house']",alternative dance,0,2674,815,288,0.1447975299611669,0.0
437,4wrSLwqkSFvaLUQhlAqjeB,champagne problems,Hurry Slowly,2014-03-04,['Arms and Sleepers'],['ambient idm'],ambient idm,lo-fi,8162,633,289,0.10095988472538403,0.0
438,2t0XPiQhdqLSoEHlZ2tMqG,champagne problems,Break Well,2013-05-27,['Mount Kimbie'],"['electra', 'electronica', 'future garage', 'indie soul', 'indietronica', 'intelligent dance music', 'wonky']",electra,house,5202,885,290,0.06666818925703111,0.0
439,4QHKR48C18rwlpSYW6rH7p,champagne problems,Mi Mujer,2010-01-25,['Nicolas Jaar'],"['downtempo', 'electronica', 'microhouse']",downtempo,electronica,4888,802,291,0.137945019699308,0.0
440,2oCod1T80WjlMIiFg7vEPO,champagne problems,I Would,2011-03-18,['Dirty Doering'],"['deep euro house', 'organic electronic']",deep euro house,house,945,1275,292,0.058641690074118236,0.0
441,3ZbYHL03ax8LV7At1zaV1h,champagne problems,Juvinal,2013-10-04,"['Pupkulies & Rebecca', 'Tibau Tavares']","['deep euro house'], []",deep euro house,house,945,1275,293,0.0975280332131287,0.0
442,5Z7Zzb5IWqbyA8yvmUhdzI,champagne problems,Down,2018-04-13,['Arms and Sleepers'],['ambient idm'],ambient idm,lo-fi,8162,633,294,-0.07067677771931646,1.0
443,6rU0dLXyWbXqti69nrQP4H,champagne problems,Paradise Circus,2010-02-08,"['Massive Attack', 'Gui Boratto']","['downtempo', 'electronica', 'trip hop'], ['brazilian house', 'microhouse', 'minimal techno']",downtempo,electronica,4888,802,295,0.09284925607607669,0.0
444,5hrGOS8UP9brY2JizYc5z5,champagne problems,Guava,2017-11-03,['Tunnelvisions'],['organic house'],organic house,house,697,1332,296,0.1517945601862874,0.0
445,54uGR4O8qeTaOuzNTLSi7F,champagne problems,Miracle D'Hwange - Armen Miran Remix,2017-09-08,"['Amentia', 'Armen Miran']","['ethnotronica', 'organic electronic', 'organic house'], ['organic electronic', 'organic house']",ethnotronica,electronica,1453,1285,297,0.1477592241139814,0.0
446,3M3Azpb9h0n2lm51F5aG9e,champagne problems,You Will Return,2014-01-01,"['Quantic', 'Alice Russell']","['downtempo', 'electronica', 'latin alternative', 'nu jazz', 'nu-cumbia', 'trip hop'], ['bboy', 'british soul', 'nu jazz']",downtempo,electronica,4888,802,298,0.12097952696197833,0.0
447,7KKfvDIIyl6tqeXADXah6W,champagne problems,Hold On,2017-10-06,['Mac Beez'],['chill beats'],chill beats,lo-fi,4248,979,299,0.12740817407166,0.0
448,6sLZmlIz35Igd2Itci5484,champagne problems,Sleeping Ute - Nicolas Jaar Remix,2013-11-11,"['Grizzly Bear', 'Nicolas Jaar']","['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america'], ['downtempo', 'electronica', 'microhouse']",art pop,indie,9611,599,300,0.10651385262249657,0.0
449,1ynev1w77nmCfWtdKP6kYK,champagne problems,Campfire,2020-06-11,"['No Spirit', 'Kyle McEvoy', 'juniorodeo']","['neo-classical'], ['lo-fi study'], ['lo-fi beats', 'lo-fi study']",neo-classical,ambient,20923,512,301,0.06545740496366903,0.0
450,0GVu2gXzurD0FBL7CHqE0F,champagne problems,Santa Teresa,2020-06-05,"['Oceanvs Orientalis', 'Castello Branco']","['organic electronic', 'turkish electronic'], ['folk brasileiro', 'nova mpb']",organic electronic,electronica,1812,1244,302,0.07519673812698402,0.0
451,2uib3gLDf0CKp78fCV0KWX,champagne problems,Folha de Jurema - Xique-Xique's Dragonfruit Mix,2017-09-22,"['Nicola Cruz', 'Salvador Araguaya', 'Spaniol', 'Artéria FM', 'Xique-Xique']","['ecuadorian indie', 'latintronica', 'organic electronic'], ['organic electronic'], ['latintronica', 'musica eletronica brasileira', 'organic electronic'], [], ['musica eletronica brasileira']",ecuadorian indie,electronica,8174,700,303,0.14838349535322587,0.0
452,3Gkg9mRJXJgNpozGIs7Nrm,champagne problems,Cuatro Vientos,2017-01-24,['Danit'],['high vibe'],high vibe,electronica,11894,731,304,0.06796992393614254,0.0
453,5dYAXtlAkKVE2I4PYMyHie,champagne problems,Borboletas,2019-03-22,['Maple Syrup'],['chillhop'],chillhop,lo-fi,10969,1060,305,0.08948428507871459,0.0
454,7vfILe0geNdQ7ilJYF45SU,champagne problems,Abusey Junction,2019-03-08,['Kokoroko'],"['british jazz', 'indie soul']",british jazz,jazz,16540,736,306,0.12996540726195555,0.0
455,4a8njLGIK0meARLqzvysDn,champagne problems,Flatiron,2015-08-28,['Suzanne Kraft'],['fourth world'],fourth world,0,16248,386,307,0.12261410187296318,0.0
456,4K2ksQq5BbIjL7I2ZuQLj2,champagne problems,Dern Kala,2015-11-06,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,funk,7210,949,308,0.080459126161111,0.0
457,4K2ksQq5BbIjL7I2ZuQLj2,champagne problems,Dern Kala,2015-11-06,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,soul,7210,949,309,0.080459126161111,0.0
458,67ZFOC83YVCIdXVDM2Pys2,champagne problems,Amaotayku Avelino Sinani - El Buho Remix,2015-02-23,['Luzmila Carpio'],['folklore boliviano'],folklore boliviano,electronica,13323,897,310,0.054499644192077645,0.0
459,5pU9azu0VQIUk2nTUVxwxY,champagne problems,Cumbia del Olvido,2015-10-16,['Nicola Cruz'],"['ecuadorian indie', 'latintronica', 'organic electronic']",ecuadorian indie,electronica,8174,700,311,0.06994762743220795,0.0
460,22Zmt2SeQcMoHlWPqOdxjr,champagne problems,Tourists,2015-06-29,['Nicolas Jaar'],"['downtempo', 'electronica', 'microhouse']",downtempo,electronica,4888,802,312,0.0014879569479451238,0.0
461,511InmWye3UrDWkcE4SmT4,champagne problems,Like A Fool,2015-05-11,['Crazy P'],"['deep house', 'electronica', 'indie soul', 'nu disco']",deep house,house,1121,1226,313,0.10654380781117184,0.0
462,7sWuEcZgE4RUK3yNfHl8LL,champagne problems,Aguas Claras,2018-12-14,['El Búho'],['latintronica'],latintronica,electronica,4413,1038,314,0.08801239288944673,0.0
463,3xDFqbJRZnIJay6FzUy6vp,champagne problems,Sueño En Paraguay - El Búho remix,2015-06-02,['Chancha Via Circuito'],"['nu-cumbia', 'nuevo folklore argentino']",nu-cumbia,electronica,4893,1055,315,0.08286926531220423,0.0
464,1vjWyjEo5eeW6KxTKrCApA,champagne problems,La Cosecha - Captain Planet Remix,2016-06-10,"['Nicola Cruz', 'Captain Planet']","['ecuadorian indie', 'latintronica', 'organic electronic'], ['deep german punk']",ecuadorian indie,electronica,8174,700,316,0.11899625848576101,0.0
465,0aPOsmuXXyCVttMmgvek0B,champagne problems,Naked Tea,2022-03-04,"['Richard Houghten', 'Lucas Bakker']","['glitch beats'], []",glitch beats,lo-fi,5680,893,317,0.08786183972831224,0.0
466,6BRr6a4zwmI7H3c7IBSsK5,champagne problems,Bo & Wing,2017-08-25,['Maya Jane Coles'],"['deep disco house', 'deep house', 'electra', 'future garage', 'house', 'microhouse', 'minimal tech house', 'minimal techno', 'uk house']",deep disco house,house,621,1340,318,0.1371209503321476,0.0
467,4iORPRB30LonHaKwkctjyE,champagne problems,Boavista,2020-07-10,['Klik & Frik'],['latintronica'],latintronica,electronica,4413,1038,319,0.05786504413492144,0.0
468,0whVLvwNAqBaR2p1o6KV4I,champagne problems,Vayu,2017-01-16,['Kora (CA)'],"['organic electronic', 'organic house']",organic electronic,electronica,1812,1244,320,0.08193516675599516,0.0
469,6NitsxPvFMBaIk3hANnwYk,champagne problems,Bare,2017-05-26,['WILDES'],['british singer-songwriter'],british singer-songwriter,indie,15009,596,321,0.07809514334257955,0.0
470,1jTnNCHTNBQ80euqUCDNtm,champagne problems,Luz das águas,2022-12-07,['Fabiano do Nascimento'],['samba-jazz'],samba-jazz,bossa nova,18819,856,322,0.1410292402762422,0.0
471,5wuMgzTz4CEypdWabWjkLp,champagne problems,Nissim,2012-09-18,"['The Gaslamp Killer', 'Amir Yaghmai']","['instrumental hip hop', 'wonky'], []",instrumental hip hop,lo-fi,6741,909,323,-0.011237719383988432,1.0
472,2sntzWf1oa90KGpqDb9pPX,champagne problems,Atomic Alchemy - Original,2023-03-17,"['Oceanvs Orientalis', 'Qualista']","['ethnotronica'], ['organic electronic', 'turkish electronic']",ethnotronica,electronica,1453,1285,324,0.15355350815926638,0.0
473,0feAWJwUTkLVcTIhYx473T,champagne problems,Yefkir Engurguro - Mixed,2020-03-27,['Hailu Mergia'],['ethio-jazz'],ethio-jazz,jazz,13776,756,325,0.0646257385745665,0.0
474,4zBYQGO8dU0SVpm3Zld6q2,champagne problems,Corazón de Rubí,2017-11-03,"['El Búho', 'Minuk']","['nuevo folklore mexicano', 'shamanic'], ['latintronica']",nuevo folklore mexicano,electronica,13850,799,326,0.10296772456541742,0.0
475,0sFG8EZ2Dky8sghffwdwni,champagne problems,Ah Ni Kuni - Mose Remix,2019-01-09,"['Lindsey Wise', 'Mose']","['high vibe', 'shamanic'], []",high vibe,electronica,11894,731,327,0.014488685672140234,0.0
476,4LWhuOXAg8TiEH87RATu5X,champagne problems,Mirando El Fuego,2018-12-14,"['El Búho', 'Joaquín Cornejo', 'Minuk']","['shamanic'], ['nuevo folklore mexicano', 'shamanic'], ['latintronica']",shamanic,electronica,15033,630,328,0.09798793053451105,0.0
477,2k8ieA4bZhuELRDpJGdnxe,champagne problems,Tlacotlan,2017-11-03,['El Búho'],['latintronica'],latintronica,electronica,4413,1038,329,0.12470863520327424,0.0
478,7lcLZXcsDQmCLBzFjZZ3nF,champagne problems,La Frontera,2019-06-07,"['Lagartijeando', 'Minuk']","['nu-cumbia', 'nuevo folklore argentino'], ['nuevo folklore mexicano', 'shamanic']",nu-cumbia,electronica,4893,1055,330,0.08176432570464004,0.0
479,507fmh8Qx1LfKff6h57moj,champagne problems,Humano - El Búho Remix,2018-11-09,"['Lido Pimienta', 'El Búho']","['canadian latin', 'deep latin alternative', 'latintronica', 'tropical alternativo'], ['latintronica']",canadian latin,electronica,4305,990,331,0.12435971998875828,0.0
1628,5FAWhdBOfdfSPeG003rxrp,pajarito del amor,Pajarito Del Amor (Dueto Con Natalia Lafourcade),2010-10-26,['Carla Morrison'],"['cantautora mexicana', 'mexican pop']",cantautora mexicana,bossa nova,9167,779,332,0.1384072712780019,0.0
1629,1Vc6Zs7ZJcRef7disTe7bE,pajarito del amor,Çal Kapımı,2009-06-19,['Birsen Tezer'],"['turkish jazz', 'turkish modern jazz', 'turkish rock']",turkish jazz,jazz,15208,650,333,0.14165208334109153,0.0
1630,56vhVmPpBoVLm2FFmrA6wi,pajarito del amor,Harvest - Acoustic,2017-08-11,['The Breath'],['pop folk'],pop folk,folk,14611,540,334,0.08349524961823745,0.0
1631,0C13P4IghHNFPjt4zIJ8vX,pajarito del amor,Baby,1969-01-01,"['Gal Costa', 'Caetano Veloso']","['bossa nova', 'mpb', 'samba de roda', 'tropicalia'], ['bossa nova', 'mpb', 'samba', 'tropicalia']",bossa nova,bossa nova,16844,828,335,0.09296622615949912,0.0
1632,0t34scg6386JnLUEb7jFb1,pajarito del amor,Rome,2019-11-08,['Dojo Cuts'],['bboy'],bboy,0,3244,1094,336,0.030082335414033823,0.0
1633,53c9XkP6ezfC3D0D6JxWEK,pajarito del amor,Tú Atacas,2017-06-09,['Carla Morrison'],"['cantautora mexicana', 'mexican pop']",cantautora mexicana,bossa nova,9167,779,337,0.13175911347781943,0.0
1634,3v9g8iM3v5irWQHqFWaDSo,pajarito del amor,Cómo Te Quiero,2018-01-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,funk,7210,949,338,0.06915425632700833,0.0
1635,3v9g8iM3v5irWQHqFWaDSo,pajarito del amor,Cómo Te Quiero,2018-01-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,soul,7210,949,339,0.06915425632700833,0.0
1636,4NpX4g7sdnZtgteu1m2m3S,pajarito del amor,Forces of Attraction,2014-11-04,['Jóhann Jóhannsson'],"['compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']",compositional ambient,ambient,20317,366,340,0.10182731776067283,0.0
1637,28ZKNl78JoN6o6GIJiTiVd,pajarito del amor,The Trapeze Swinger,2005-01-01,['Iron & Wine'],"['acoustic pop', 'chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",acoustic pop,indie,12574,581,341,0.13138705311649573,0.0
1638,6VAQ2snOMFwWSXim6QYFaH,pajarito del amor,Mystery of Love,2021-02-26,['Thibault Cauvin'],['classical guitar'],classical guitar,indie,21946,866,342,0.08414604653493929,0.0
1639,0D3mm9p9slwAvJiqFQfLIr,pajarito del amor,ココロノセカイ,2010-01-20,['Ichiko Aoba'],['j-acoustic'],j-acoustic,indie,12252,639,343,0.11068621809954216,0.0
1640,3XHCxg18wCyH7GHT1V50yn,pajarito del amor,Sin Despedir,2014-12-02,['Carla Morrison'],"['cantautora mexicana', 'mexican pop']",cantautora mexicana,bossa nova,9167,779,344,0.1372508663384453,0.0
1641,7vfILe0geNdQ7ilJYF45SU,pajarito del amor,Abusey Junction,2019-03-08,['Kokoroko'],"['british jazz', 'indie soul']",british jazz,jazz,16540,736,345,0.10212513051048777,0.0
1642,3UrVy6djiUIWOFntBt9uAj,pajarito del amor,Never Let Her Go,2018-02-02,['Audio Dope'],['swiss indie'],swiss indie,lo-fi,8224,703,346,0.03898800195745811,0.0
1643,1bDjWyTOXs0sxQMC1mchSM,pajarito del amor,Then You Can Tell Me Goodbye,2004-01-01,['Bettye Swann'],['southern soul'],southern soul,soul,13274,845,347,0.12435079069687738,0.0
1644,230tKtsKM3eigmK2CtssAO,pajarito del amor,A Calf Born in Winter,2014-05-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,funk,7210,949,348,0.03362414985240014,0.0
1645,230tKtsKM3eigmK2CtssAO,pajarito del amor,A Calf Born in Winter,2014-05-26,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,soul,7210,949,349,0.03362414985240014,0.0
1646,0MT6ecgiLweuA4nd9NTGll,pajarito del amor,Gente Aberta,1971-01-01,['Erasmo Carlos'],"['brazilian rock', 'jovem guarda', 'mpb', 'tropicalia', 'velha guarda']",brazilian rock,indie,7956,596,350,0.10397647574535168,0.0
1647,5doKyAIJ7oaYtiQIroN6h0,pajarito del amor,Carry Your Kin - Acoustic,2017-08-11,['The Breath'],['pop folk'],pop folk,folk,14611,540,351,0.11781491722017395,0.0
1648,4a8njLGIK0meARLqzvysDn,pajarito del amor,Flatiron,2015-08-28,['Suzanne Kraft'],['fourth world'],fourth world,0,16248,386,352,0.07626215207962617,0.0
1649,65KWSO41BTzyBEthvaMqGS,pajarito del amor,Baby (Bonus Track),2012-08-01,"['Ariel Pink', 'DāM-FunK']","['popping', 'synth funk', 'wonky'], ['art pop', 'chamber pop', 'chillwave', 'dream pop', 'experimental pop', 'hypnagogic pop', 'la indie', 'neo-psychedelic', 'new weird america', 'noise pop']",popping,0,4267,1146,353,0.12506385552664617,0.0
1650,4kBqviZXmG9J2pK8KI6kW3,pajarito del amor,Mamata (Affection),1970-01-01,['Ananda Shankar'],"['raga rock', 'sitar', 'world fusion']",raga rock,rock,13527,439,354,0.08398647985020197,0.0
1651,1Xtz05nIgJiEYdncfd1w8h,pajarito del amor,Soledad y el Mar (feat. Los Macorinos),2017-05-05,"['Natalia Lafourcade', 'Los Macorinos']","['cantautora mexicana', 'latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie'], []",cantautora mexicana,bossa nova,9167,779,355,0.1402812551442792,0.0
1652,3nMmaBU5j2eG4BmOjrbR0y,pajarito del amor,Linha do Horizonte,1975-01-01,['Azymuth'],"['brazilian boogie', 'jazz funk', 'psicodelia brasileira']",brazilian boogie,funk,10920,903,356,0.048001257929551455,0.0
1653,5QxOM1oSKd0QUbhtJ8bOo9,pajarito del amor,Eres Tú,2012-03-27,['Carla Morrison'],"['cantautora mexicana', 'mexican pop']",cantautora mexicana,bossa nova,9167,779,357,0.14584640306567626,0.0
1654,2ndWbjiiNBEOrlfToKlABE,pajarito del amor,I Will Follow You into the Dark,2005-08-29,['Death Cab for Cutie'],"['alternative rock', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']",alternative rock,alt-rock,9647,416,358,0.13960406657918317,0.0
1655,6IGxPXb40CuRfGtxWC8AhZ,pajarito del amor,Prince of Gumbay,2020-04-20,['TSU!'],['turkish alternative'],turkish alternative,indie,9081,549,359,0.02467731090323011,0.0
1656,4JJEfYFamGRfmz9nG6fx1w,pajarito del amor,Ti-de,2019-03-08,['Kokoroko'],"['british jazz', 'indie soul']",british jazz,jazz,16540,736,360,0.1107485953608664,0.0
1657,6WiuIpuufnd80FpjA0ZCby,pajarito del amor,Hasta la Piel,2012-03-27,['Carla Morrison'],"['cantautora mexicana', 'mexican pop']",cantautora mexicana,bossa nova,9167,779,361,0.11789368226822128,0.0
1658,4Nmc9w3Dd0hHowKM87tXjc,pajarito del amor,My Baby,2015-07-03,['HNNY'],"['deep house', 'future garage', 'indie soul', 'swedish electronic', 'swedish house', 'swedish synthpop']",deep house,house,1121,1226,362,0.020963097948410447,0.0
1659,3J0dvsc85QwHPtGQG4JSWJ,pajarito del amor,月の丘,2018-10-10,['Ichiko Aoba'],['j-acoustic'],j-acoustic,indie,12252,639,363,0.12168200416979685,0.0
1660,3uCkIqD0VzQUijbs8WIizs,pajarito del amor,These Days,1967-10-09,['Nico'],"['experimental', 'melancholia', 'singer-songwriter']",experimental,rock,14587,519,364,0.10863086024253693,0.0
1661,6bqB7idfAnJVisSMQA1mZQ,pajarito del amor,I'd Like To Walk Around In Your Mind,1970-01-01,['Vashti Bunyan'],"['british folk', 'new weird america', 'psychedelic folk']",british folk,folk,16565,777,365,0.03124852268321776,0.0
1662,7b7UOzPm1J4DnT0CZEaD7u,pajarito del amor,She Just Likes to Fight,2010-01-01,['Four Tet'],"['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']",electronica,electronica,4483,817,366,0.07863906933744186,0.0
1663,17UVxL0MYEmKzXppfUL5in,pajarito del amor,The Only Thing,2015-03-31,['Sufjan Stevens'],['art pop'],art pop,indie,9611,599,367,0.06656417419456623,0.0
1664,4PnakZAbdz0iYwTwHr9UFo,pajarito del amor,The Fox in the Snow,1996-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,368,0.12522571019673456,0.0
1665,6Bd37vtOAvfCIBJzqgRzTP,pajarito del amor,ひかりのふるさと,2012-01-25,['Ichiko Aoba'],['j-acoustic'],j-acoustic,indie,12252,639,369,0.03206080939362832,0.0
1666,0ESvfrHfNuAtkZp8SMJBOY,pajarito del amor,Strawberries,2018-07-27,['Caamp'],"['indie folk', 'stomp and holler']",indie folk,indie,14512,593,370,0.11514091833774404,0.0
1667,2jMjIMAbsIVeTrlRITJZ3R,pajarito del amor,Upward over the Mountain,2002-09-24,['Iron & Wine'],"['acoustic pop', 'chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",acoustic pop,indie,12574,581,371,0.11554545765571766,0.0
1668,4nehxVflg443IcjhsqpfEG,pajarito del amor,Para Qué Sufrir,2015-11-13,['Natalia Lafourcade'],"['cantautora mexicana', 'latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",cantautora mexicana,bossa nova,9167,779,372,0.15350191337502045,0.0
1669,5VETCvX0BpeIEG9cxdqS5E,pajarito del amor,"The Makings of You - Live at The Bitter End, NYC",1971-01-01,['Curtis Mayfield'],"['chicago soul', 'classic soul', 'funk', 'soul']",chicago soul,soul,15134,741,373,-0.07348366201322976,1.0
1670,6TTCFdICEfaqXVGQr1sIaR,pajarito del amor,Reverie,2015-12-11,['Esbe'],['chillhop'],chillhop,lo-fi,10969,1060,374,0.03052060268733736,0.0
1671,1IVgPGfYxyuOLKOYdEBLOW,pajarito del amor,Zionsville,2015-11-06,['Khruangbin'],"['indie soul', 'neo-psychedelic']",indie soul,funk,7210,949,375,0.10467260892870694,0.0
